Frame,Total_Veh,Turismos,Motos,Buses,Camiones,Densidad_k,LOS,Riesgos
368,3,3,0,0,0,114.20927389770596,F (Colapso),"⚠️ STOP ID:319, ⚠️ STOP ID:313"
369,3,3,0,0,0,114.20927389770596,F (Colapso),"⚠️ STOP ID:319, ⚠️ STOP ID:313"
370,2,2,0,0,0,76.13951593180397,E (Capacidad),"⚠️ STOP ID:319, ⚠️ STOP ID:313"
371,3,3,0,0,0,114.20927389770596,F (Colapso),"⚠️ STOP ID:319, ⚠️ STOP ID:313, ⚠️ STOP ID:370"
372,3,3,0,0,0,114.20927389770596,F (Colapso),"⚠️ STOP ID:319, ⚠️ STOP ID:313, ⚠️ STOP ID:370"
373,2,2,0,0,0,76.13951593180397,E (Capacidad),"⚠️ STOP ID:319, ⚠️ STOP ID:313"
374,2,2,0,0,0,76.13951593180397,E (Capacidad),"⚠️ STOP ID:319, ⚠️ STOP ID:313"
375,2,2,0,0,0,76.13951593180397,E (Capacidad),"⚠️ STOP ID:319, ⚠️ STOP ID:313"
376,3,3,0,0,0,114.20927389770596,F (Colapso),"⚠️ STOP ID:319, ⚠️ STOP ID:313, ⚠️ STOP ID:370"
377,3,3,0,0,0,114.20927389770596,F (Colapso),"⚠️ STOP ID:319, ⚠️ STOP ID:313, ⚠️ STOP ID:370"
378,3,3,0,0,0,114.20927389770596,F (Colapso),"⚠️ STOP ID:319, ⚠️ STOP ID:313"
379,3,3,0,0,0,114.20927389770596,F (Colapso),"⚠️ STOP ID:319, ⚠️ STOP ID:313"
380,2,2,0,0,0,76.13951593180397,E (Capacidad),
381,2,2,0,0,0,76.13951593180397,E (Capacidad),"⚠️ STOP ID:319, ⚠️ STOP ID:313"
382,2,2,0,0,0,76.13951593180397,E (Capacidad),⚠️ STOP ID:319
383,2,2,0,0,0,76.13951593180397,E (Capacidad),⚠️ STOP ID:319
384,2,2,0,0,0,76.13951593180397,E (Capacidad),⚠️ STOP ID:319
385,2,2,0,0,0,76.13951593180397,E (Capacidad),⚠️ STOP ID:319
386,2,2,0,0,0,76.13951593180397,E (Capacidad),⚠️ STOP ID:319
387,2,2,0,0,0,76.13951593180397,E (Capacidad),"⚠️ STOP ID:319, ⚠️ STOP ID:313"
388,2,2,0,0,0,76.13951593180397,E (Capacidad),"⚠️ STOP ID:319, ⚠️ STOP ID:313"
389,2,2,0,0,0,76.13951593180397,E (Capacidad),⚠️ STOP ID:319
390,3,3,0,0,0,114.20927389770596,F (Colapso),⚠️ STOP ID:319
391,2,2,0,0,0,76.13951593180397,E (Capacidad),"⚠️ STOP ID:319, ⚠️ STOP ID:313"
392,2,2,0,0,0,76.13951593180397,E (Capacidad),⚠️ STOP ID:319
393,2,2,0,0,0,76.13951593180397,E (Capacidad),⚠️ STOP ID:319
394,3,3,0,0,0,114.20927389770596,F (Colapso),⚠️ STOP ID:319
395,2,2,0,0,0,76.13951593180397,E (Capacidad),⚠️ STOP ID:319
396,2,2,0,0,0,76.13951593180397,E (Capacidad),⚠️ STOP ID:319
397,2,2,0,0,0,76.13951593180397,E (Capacidad),"⚠️ STOP ID:319, ⚠️ STOP ID:313"
398,2,2,0,0,0,76.13951593180397,E (Capacidad),"⚠️ STOP ID:319, ⚠️ STOP ID:313"
399,3,2,0,0,1,114.20927389770596,F (Colapso),"⚠️ STOP ID:319, ⚠️ STOP ID:313"
400,2,2,0,0,0,76.13951593180397,E (Capacidad),"⚠️ STOP ID:319, ⚠️ STOP ID:313"
401,2,2,0,0,0,76.13951593180397,E (Capacidad),"⚠️ STOP ID:319, ⚠️ STOP ID:313"
402,2,2,0,0,0,76.13951593180397,E (Capacidad),⚠️ STOP ID:319
403,2,2,0,0,0,76.13951593180397,E (Capacidad),
404,2,2,0,0,0,76.13951593180397,E (Capacidad),
405,2,2,0,0,0,76.13951593180397,E (Capacidad),
406,2,2,0,0,0,76.13951593180397,E (Capacidad),⚠️ STOP ID:313
407,2,2,0,0,0,76.13951593180397,E (Capacidad),⚠️ STOP ID:313
408,4,3,0,0,1,152.27903186360794,F (Colapso),"⚠️ STOP ID:313, ⚠️ STOP ID:370"
409,3,3,0,0,0,114.20927389770596,F (Colapso),⚠️ STOP ID:370
410,2,2,0,0,0,76.13951593180397,E (Capacidad),
411,2,2,0,0,0,76.13951593180397,E (Capacidad),
412,4,3,0,0,1,152.27903186360794,F (Colapso),⚠️ STOP ID:370
413,4,3,0,0,1,152.27903186360794,F (Colapso),⚠️ STOP ID:370
414,2,2,0,0,0,76.13951593180397,E (Capacidad),
415,2,2,0,0,0,76.13951593180397,E (Capacidad),
416,2,2,0,0,0,76.13951593180397,E (Capacidad),
417,2,2,0,0,0,76.13951593180397,E (Capacidad),
418,2,2,0,0,0,76.13951593180397,E (Capacidad),
419,2,2,0,0,0,76.13951593180397,E (Capacidad),
420,4,3,0,0,1,152.27903186360794,F (Colapso),
421,4,3,0,0,1,152.27903186360794,F (Colapso),
422,3,3,0,0,0,114.20927389770596,F (Colapso),
423,3,3,0,0,0,114.20927389770596,F (Colapso),⚠️ STOP ID:370
424,3,3,0,0,0,114.20927389770596,F (Colapso),"⚠️ STOP ID:319, ⚠️ STOP ID:370"
425,2,2,0,0,0,76.13951593180397,E (Capacidad),"⚠️ STOP ID:319, ⚠️ STOP ID:313"
426,2,2,0,0,0,76.13951593180397,E (Capacidad),"⚠️ STOP ID:319, ⚠️ STOP ID:313"
427,2,2,0,0,0,76.13951593180397,E (Capacidad),"⚠️ STOP ID:319, ⚠️ STOP ID:313"
428,2,2,0,0,0,76.13951593180397,E (Capacidad),"⚠️ STOP ID:319, ⚠️ STOP ID:313"
429,2,2,0,0,0,76.13951593180397,E (Capacidad),"⚠️ STOP ID:319, ⚠️ STOP ID:313"
430,3,3,0,0,0,114.20927389770596,F (Colapso),"⚠️ STOP ID:319, ⚠️ STOP ID:313, ⚠️ STOP ID:370"
431,3,3,0,0,0,114.20927389770596,F (Colapso),"⚠️ STOP ID:313, ⚠️ STOP ID:370"
432,2,2,0,0,0,76.13951593180397,E (Capacidad),⚠️ STOP ID:313
433,3,3,0,0,0,114.20927389770596,F (Colapso),"⚠️ STOP ID:313, ⚠️ STOP ID:370"
434,3,3,0,0,0,114.20927389770596,F (Colapso),"⚠️ STOP ID:313, ⚠️ STOP ID:370"
435,3,3,0,0,0,114.20927389770596,F (Colapso),"⚠️ STOP ID:313, ⚠️ STOP ID:370"
436,3,3,0,0,0,114.20927389770596,F (Colapso),"⚠️ STOP ID:319, ⚠️ STOP ID:313, ⚠️ STOP ID:370"
437,3,3,0,0,0,114.20927389770596,F (Colapso),"⚠️ STOP ID:319, ⚠️ STOP ID:313, ⚠️ STOP ID:370"
438,3,3,0,0,0,114.20927389770596,F (Colapso),"⚠️ STOP ID:319, ⚠️ STOP ID:313, ⚠️ STOP ID:370"
439,3,3,0,0,0,114.20927389770596,F (Colapso),"⚠️ STOP ID:319, ⚠️ STOP ID:313, ⚠️ STOP ID:370"
440,4,3,0,0,1,152.27903186360794,F (Colapso),"⚠️ STOP ID:319, ⚠️ STOP ID:313, ⚠️ STOP ID:370"
441,5,4,0,0,1,190.3487898295099,F (Colapso),"⚠️ STOP ID:319, ⚠️ STOP ID:313, ⚠️ STOP ID:370"
442,4,4,0,0,0,152.27903186360794,F (Colapso),"⚠️ STOP ID:319, ⚠️ STOP ID:313, ⚠️ STOP ID:370"
443,4,4,0,0,0,152.27903186360794,F (Colapso),"⚠️ STOP ID:319, ⚠️ STOP ID:313, ⚠️ STOP ID:370"
444,3,3,0,0,0,114.20927389770596,F (Colapso),"⚠️ STOP ID:319, ⚠️ STOP ID:313, ⚠️ STOP ID:370"
445,2,2,0,0,0,76.13951593180397,E (Capacidad),"⚠️ STOP ID:319, ⚠️ STOP ID:313"
446,2,2,0,0,0,76.13951593180397,E (Capacidad),"⚠️ STOP ID:319, ⚠️ STOP ID:313"
447,4,4,0,0,0,152.27903186360794,F (Colapso),"⚠️ STOP ID:319, ⚠️ STOP ID:313, ⚠️ STOP ID:370"
448,2,2,0,0,0,76.13951593180397,E (Capacidad),"⚠️ STOP ID:319, ⚠️ STOP ID:313"
449,3,3,0,0,0,114.20927389770596,F (Colapso),"⚠️ STOP ID:319, ⚠️ STOP ID:313, ⚠️ STOP ID:370"
450,3,3,0,0,0,114.20927389770596,F (Colapso),"⚠️ STOP ID:319, ⚠️ STOP ID:313, ⚠️ STOP ID:370"
451,4,3,0,0,1,152.27903186360794,F (Colapso),⚠️ STOP ID:313
452,2,2,0,0,0,76.13951593180397,E (Capacidad),⚠️ STOP ID:313
453,3,3,0,0,0,114.20927389770596,F (Colapso),"⚠️ STOP ID:319, ⚠️ STOP ID:313"
454,3,3,0,0,0,114.20927389770596,F (Colapso),"⚠️ STOP ID:319, ⚠️ STOP ID:313"
455,3,3,0,0,0,114.20927389770596,F (Colapso),"⚠️ STOP ID:319, ⚠️ STOP ID:313"
456,3,2,0,0,1,114.20927389770596,F (Colapso),"⚠️ STOP ID:319, ⚠️ STOP ID:313"
457,2,2,0,0,0,76.13951593180397,E (Capacidad),"⚠️ STOP ID:319, ⚠️ STOP ID:313"
458,3,2,0,0,1,114.20927389770596,F (Colapso),"⚠️ STOP ID:319, ⚠️ STOP ID:313"
459,4,3,0,0,1,152.27903186360794,F (Colapso),"⚠️ STOP ID:319, ⚠️ STOP ID:313"
460,3,3,0,0,0,114.20927389770596,F (Colapso),"⚠️ STOP ID:319, ⚠️ STOP ID:313"
461,4,3,0,0,1,152.27903186360794,F (Colapso),"⚠️ STOP ID:319, ⚠️ STOP ID:313, ⚠️ STOP ID:370"
462,3,3,0,0,0,114.20927389770596,F (Colapso),"⚠️ STOP ID:319, ⚠️ STOP ID:313, ⚠️ STOP ID:370"
463,3,3,0,0,0,114.20927389770596,F (Colapso),"⚠️ STOP ID:319, ⚠️ STOP ID:313, ⚠️ STOP ID:370"
464,3,3,0,0,0,114.20927389770596,F (Colapso),"⚠️ STOP ID:319, ⚠️ STOP ID:313, ⚠️ STOP ID:370"
465,3,3,0,0,0,114.20927389770596,F (Colapso),"⚠️ STOP ID:319, ⚠️ STOP ID:313, ⚠️ STOP ID:370"
466,3,3,0,0,0,114.20927389770596,F (Colapso),"⚠️ STOP ID:319, ⚠️ STOP ID:313, ⚠️ STOP ID:370"
467,3,3,0,0,0,114.20927389770596,F (Colapso),"⚠️ STOP ID:319, ⚠️ STOP ID:313, ⚠️ STOP ID:370"
468,3,3,0,0,0,114.20927389770596,F (Colapso),"⚠️ STOP ID:319, ⚠️ STOP ID:313, ⚠️ STOP ID:370"
469,3,3,0,0,0,114.20927389770596,F (Colapso),"⚠️ STOP ID:319, ⚠️ STOP ID:313, ⚠️ STOP ID:370"
470,3,3,0,0,0,114.20927389770596,F (Colapso),"⚠️ STOP ID:319, ⚠️ STOP ID:313, ⚠️ STOP ID:370"
471,3,3,0,0,0,114.20927389770596,F (Colapso),"⚠️ STOP ID:319, ⚠️ STOP ID:313, ⚠️ STOP ID:370"
472,3,3,0,0,0,114.20927389770596,F (Colapso),"⚠️ STOP ID:319, ⚠️ STOP ID:313, ⚠️ STOP ID:370"
473,3,3,0,0,0,114.20927389770596,F (Colapso),"⚠️ STOP ID:319, ⚠️ STOP ID:313, ⚠️ STOP ID:370"
474,3,3,0,0,0,114.20927389770596,F (Colapso),"⚠️ STOP ID:319, ⚠️ STOP ID:313, ⚠️ STOP ID:370"
475,3,3,0,0,0,114.20927389770596,F (Colapso),"⚠️ STOP ID:319, ⚠️ STOP ID:313, ⚠️ STOP ID:370"
476,3,3,0,0,0,114.20927389770596,F (Colapso),"⚠️ STOP ID:319, ⚠️ STOP ID:313, ⚠️ STOP ID:370"
477,2,2,0,0,0,76.13951593180397,E (Capacidad),"⚠️ STOP ID:319, ⚠️ STOP ID:313"
478,2,2,0,0,0,76.13951593180397,E (Capacidad),"⚠️ STOP ID:319, ⚠️ STOP ID:313"
479,2,2,0,0,0,76.13951593180397,E (Capacidad),"⚠️ STOP ID:319, ⚠️ STOP ID:313"
480,4,3,0,0,1,152.27903186360794,F (Colapso),"⚠️ STOP ID:319, ⚠️ STOP ID:313, ⚠️ STOP ID:370"
481,3,3,0,0,0,114.20927389770596,F (Colapso),"⚠️ STOP ID:319, ⚠️ STOP ID:313, ⚠️ STOP ID:370"
482,2,1,0,0,1,76.13951593180397,E (Capacidad),⚠️ STOP ID:319
483,2,2,0,0,0,76.13951593180397,E (Capacidad),"⚠️ STOP ID:319, ⚠️ STOP ID:313"
484,3,3,0,0,0,114.20927389770596,F (Colapso),"⚠️ STOP ID:319, ⚠️ STOP ID:313"
485,3,3,0,0,0,114.20927389770596,F (Colapso),"⚠️ STOP ID:319, ⚠️ STOP ID:313, ⚠️ STOP ID:370"
486,3,3,0,0,0,114.20927389770596,F (Colapso),"⚠️ STOP ID:319, ⚠️ STOP ID:313, ⚠️ STOP ID:370"
487,3,3,0,0,0,114.20927389770596,F (Colapso),"⚠️ STOP ID:319, ⚠️ STOP ID:313, ⚠️ STOP ID:370"
488,3,3,0,0,0,114.20927389770596,F (Colapso),"⚠️ STOP ID:319, ⚠️ STOP ID:313, ⚠️ STOP ID:370"
489,4,3,0,0,1,152.27903186360794,F (Colapso),"⚠️ STOP ID:319, ⚠️ STOP ID:313, ⚠️ STOP ID:370"
490,4,3,0,0,1,152.27903186360794,F (Colapso),"⚠️ STOP ID:319, ⚠️ STOP ID:313, ⚠️ STOP ID:370"
491,4,3,0,0,1,152.27903186360794,F (Colapso),"⚠️ STOP ID:319, ⚠️ STOP ID:313, ⚠️ STOP ID:370"
492,3,3,0,0,0,114.20927389770596,F (Colapso),"⚠️ STOP ID:319, ⚠️ STOP ID:313, ⚠️ STOP ID:370"
493,4,3,0,0,1,152.27903186360794,F (Colapso),"⚠️ STOP ID:319, ⚠️ STOP ID:313, ⚠️ STOP ID:370"
494,4,3,0,0,1,152.27903186360794,F (Colapso),"⚠️ STOP ID:319, ⚠️ STOP ID:313, ⚠️ STOP ID:370"
495,3,3,0,0,0,114.20927389770596,F (Colapso),"⚠️ STOP ID:319, ⚠️ STOP ID:313, ⚠️ STOP ID:370"
496,2,2,0,0,0,76.13951593180397,E (Capacidad),"⚠️ STOP ID:319, ⚠️ STOP ID:313"
497,3,3,0,0,0,114.20927389770596,F (Colapso),"⚠️ STOP ID:319, ⚠️ STOP ID:313, ⚠️ STOP ID:370"
498,3,3,0,0,0,114.20927389770596,F (Colapso),"⚠️ STOP ID:319, ⚠️ STOP ID:313, ⚠️ STOP ID:370"
499,3,3,0,0,0,114.20927389770596,F (Colapso),"⚠️ STOP ID:319, ⚠️ STOP ID:313, ⚠️ STOP ID:370"
500,4,3,0,0,1,152.27903186360794,F (Colapso),"⚠️ STOP ID:319, ⚠️ STOP ID:313, ⚠️ STOP ID:370"
501,3,3,0,0,0,114.20927389770596,F (Colapso),"⚠️ STOP ID:319, ⚠️ STOP ID:313, ⚠️ STOP ID:370"
502,2,2,0,0,0,76.13951593180397,E (Capacidad),"⚠️ STOP ID:319, ⚠️ STOP ID:313"
503,3,3,0,0,0,114.20927389770596,F (Colapso),"⚠️ STOP ID:319, ⚠️ STOP ID:313, ⚠️ STOP ID:370"
504,3,3,0,0,0,114.20927389770596,F (Colapso),"⚠️ STOP ID:319, ⚠️ STOP ID:313, ⚠️ STOP ID:370"
505,3,3,0,0,0,114.20927389770596,F (Colapso),"⚠️ STOP ID:319, ⚠️ STOP ID:313, ⚠️ STOP ID:370"
506,3,3,0,0,0,114.20927389770596,F (Colapso),"⚠️ STOP ID:319, ⚠️ STOP ID:313, ⚠️ STOP ID:370"
507,3,3,0,0,0,114.20927389770596,F (Colapso),"⚠️ STOP ID:319, ⚠️ STOP ID:313, ⚠️ STOP ID:370"
508,3,3,0,0,0,114.20927389770596,F (Colapso),"⚠️ STOP ID:319, ⚠️ STOP ID:313, ⚠️ STOP ID:370"
509,2,2,0,0,0,76.13951593180397,E (Capacidad),"⚠️ STOP ID:319, ⚠️ STOP ID:313"
510,3,3,0,0,0,114.20927389770596,F (Colapso),"⚠️ STOP ID:319, ⚠️ STOP ID:313, ⚠️ STOP ID:370"
511,3,3,0,0,0,114.20927389770596,F (Colapso),"⚠️ STOP ID:319, ⚠️ STOP ID:313, ⚠️ STOP ID:370"
512,3,3,0,0,0,114.20927389770596,F (Colapso),"⚠️ STOP ID:319, ⚠️ STOP ID:313, ⚠️ STOP ID:370"
513,3,3,0,0,0,114.20927389770596,F (Colapso),"⚠️ STOP ID:319, ⚠️ STOP ID:313, ⚠️ STOP ID:370"
514,3,3,0,0,0,114.20927389770596,F (Colapso),"⚠️ STOP ID:319, ⚠️ STOP ID:313, ⚠️ STOP ID:370"
515,2,2,0,0,0,76.13951593180397,E (Capacidad),"⚠️ STOP ID:319, ⚠️ STOP ID:313"
516,2,2,0,0,0,76.13951593180397,E (Capacidad),⚠️ STOP ID:313
517,2,2,0,0,0,76.13951593180397,E (Capacidad),"⚠️ STOP ID:319, ⚠️ STOP ID:313"
518,3,3,0,0,0,114.20927389770596,F (Colapso),"⚠️ STOP ID:319, ⚠️ STOP ID:313, ⚠️ STOP ID:370"
519,3,3,0,0,0,114.20927389770596,F (Colapso),"⚠️ STOP ID:319, ⚠️ STOP ID:313, ⚠️ STOP ID:370"
520,3,3,0,0,0,114.20927389770596,F (Colapso),"⚠️ STOP ID:319, ⚠️ STOP ID:313, ⚠️ STOP ID:370"
521,3,3,0,0,0,114.20927389770596,F (Colapso),"⚠️ STOP ID:319, ⚠️ STOP ID:313, ⚠️ STOP ID:370"
522,3,3,0,0,0,114.20927389770596,F (Colapso),"⚠️ STOP ID:319, ⚠️ STOP ID:313"
523,3,3,0,0,0,114.20927389770596,F (Colapso),"⚠️ STOP ID:319, ⚠️ STOP ID:313, ⚠️ STOP ID:370"
524,3,3,0,0,0,114.20927389770596,F (Colapso),⚠️ STOP ID:313
525,3,3,0,0,0,114.20927389770596,F (Colapso),"⚠️ STOP ID:313, ⚠️ STOP ID:370"
526,3,3,0,0,0,114.20927389770596,F (Colapso),"⚠️ STOP ID:313, ⚠️ STOP ID:370"
527,3,3,0,0,0,114.20927389770596,F (Colapso),"⚠️ STOP ID:313, ⚠️ STOP ID:370"
528,2,2,0,0,0,76.13951593180397,E (Capacidad),⚠️ STOP ID:313
529,2,2,0,0,0,76.13951593180397,E (Capacidad),⚠️ STOP ID:313
530,3,3,0,0,0,114.20927389770596,F (Colapso),"⚠️ STOP ID:313, ⚠️ STOP ID:370"
531,3,3,0,0,0,114.20927389770596,F (Colapso),"⚠️ STOP ID:313, ⚠️ STOP ID:370"
532,2,2,0,0,0,76.13951593180397,E (Capacidad),⚠️ STOP ID:313
533,2,2,0,0,0,76.13951593180397,E (Capacidad),⚠️ STOP ID:313
534,3,3,0,0,0,114.20927389770596,F (Colapso),"⚠️ STOP ID:313, ⚠️ STOP ID:370"
535,2,2,0,0,0,76.13951593180397,E (Capacidad),⚠️ STOP ID:313
536,3,3,0,0,0,114.20927389770596,F (Colapso),"⚠️ STOP ID:313, ⚠️ STOP ID:370"
537,2,2,0,0,0,76.13951593180397,E (Capacidad),⚠️ STOP ID:313
538,2,2,0,0,0,76.13951593180397,E (Capacidad),⚠️ STOP ID:313
539,2,2,0,0,0,76.13951593180397,E (Capacidad),⚠️ STOP ID:313
540,2,2,0,0,0,76.13951593180397,E (Capacidad),
541,2,2,0,0,0,76.13951593180397,E (Capacidad),⚠️ STOP ID:313
542,3,3,0,0,0,114.20927389770596,F (Colapso),⚠️ STOP ID:370
543,3,3,0,0,0,114.20927389770596,F (Colapso),
544,3,3,0,0,0,114.20927389770596,F (Colapso),⚠️ STOP ID:370
545,2,2,0,0,0,76.13951593180397,E (Capacidad),⚠️ STOP ID:313
546,2,2,0,0,0,76.13951593180397,E (Capacidad),
547,2,2,0,0,0,76.13951593180397,E (Capacidad),"⚠️ STOP ID:319, ⚠️ STOP ID:313"
548,3,2,0,0,1,114.20927389770596,F (Colapso),"⚠️ STOP ID:319, ⚠️ STOP ID:434, ⚠️ STOP ID:313"
549,3,3,0,0,0,114.20927389770596,F (Colapso),"⚠️ STOP ID:319, ⚠️ STOP ID:313"
550,3,3,0,0,0,114.20927389770596,F (Colapso),⚠️ STOP ID:313
551,4,3,0,0,1,152.27903186360794,F (Colapso),"⚠️ STOP ID:313, ⚠️ STOP ID:370"
552,3,3,0,0,0,114.20927389770596,F (Colapso),"⚠️ STOP ID:313, ⚠️ STOP ID:370"
553,3,3,0,0,0,114.20927389770596,F (Colapso),"⚠️ STOP ID:313, ⚠️ STOP ID:370"
554,3,3,0,0,0,114.20927389770596,F (Colapso),"⚠️ STOP ID:313, ⚠️ STOP ID:370"
555,3,3,0,0,0,114.20927389770596,F (Colapso),"⚠️ STOP ID:313, ⚠️ STOP ID:370"
556,3,3,0,0,0,114.20927389770596,F (Colapso),⚠️ STOP ID:313
557,4,4,0,0,0,152.27903186360794,F (Colapso),⚠️ STOP ID:313
558,4,4,0,0,0,152.27903186360794,F (Colapso),⚠️ STOP ID:313
559,3,3,0,0,0,114.20927389770596,F (Colapso),"⚠️ STOP ID:313, ⚠️ STOP ID:370"
560,3,3,0,0,0,114.20927389770596,F (Colapso),"⚠️ STOP ID:313, ⚠️ STOP ID:370"
561,4,3,0,0,1,152.27903186360794,F (Colapso),"⚠️ STOP ID:313, ⚠️ STOP ID:370"
562,2,2,0,0,0,76.13951593180397,E (Capacidad),⚠️ STOP ID:313
563,4,3,0,0,1,152.27903186360794,F (Colapso),"⚠️ STOP ID:313, ⚠️ STOP ID:370"
564,4,3,0,0,1,152.27903186360794,F (Colapso),⚠️ STOP ID:313
565,3,3,0,0,0,114.20927389770596,F (Colapso),"⚠️ STOP ID:313, ⚠️ STOP ID:370"
566,2,2,0,0,0,76.13951593180397,E (Capacidad),⚠️ STOP ID:313
567,3,3,0,0,0,114.20927389770596,F (Colapso),"⚠️ STOP ID:313, ⚠️ STOP ID:370"
568,3,3,0,0,0,114.20927389770596,F (Colapso),"⚠️ STOP ID:313, ⚠️ STOP ID:370"
569,2,2,0,0,0,76.13951593180397,E (Capacidad),"⚠️ STOP ID:313, ⚠️ STOP ID:370"
570,1,1,0,0,0,38.069757965901985,D (Inestable),⚠️ STOP ID:313
571,3,2,0,0,1,114.20927389770596,F (Colapso),⚠️ STOP ID:313
572,3,3,0,0,0,114.20927389770596,F (Colapso),"⚠️ STOP ID:313, ⚠️ STOP ID:370"
573,3,3,0,0,0,114.20927389770596,F (Colapso),"⚠️ STOP ID:313, ⚠️ STOP ID:370"
574,3,3,0,0,0,114.20927389770596,F (Colapso),"⚠️ STOP ID:313, ⚠️ STOP ID:370"
575,3,3,0,0,0,114.20927389770596,F (Colapso),
576,2,2,0,0,0,76.13951593180397,E (Capacidad),"⚠️ STOP ID:313, ⚠️ STOP ID:370"
577,3,3,0,0,0,114.20927389770596,F (Colapso),"⚠️ STOP ID:313, ⚠️ STOP ID:370"
578,3,3,0,0,0,114.20927389770596,F (Colapso),"⚠️ STOP ID:313, ⚠️ STOP ID:370"
579,3,3,0,0,0,114.20927389770596,F (Colapso),"⚠️ STOP ID:313, ⚠️ STOP ID:370"
580,4,4,0,0,0,152.27903186360794,F (Colapso),⚠️ STOP ID:313
581,4,4,0,0,0,152.27903186360794,F (Colapso),"⚠️ STOP ID:313, ⚠️ STOP ID:370"
582,2,2,0,0,0,76.13951593180397,E (Capacidad),
583,2,2,0,0,0,76.13951593180397,E (Capacidad),
584,3,3,0,0,0,114.20927389770596,F (Colapso),
585,3,3,0,0,0,114.20927389770596,F (Colapso),⚠️ STOP ID:370
586,2,2,0,0,0,76.13951593180397,E (Capacidad),
587,2,2,0,0,0,76.13951593180397,E (Capacidad),
588,2,2,0,0,0,76.13951593180397,E (Capacidad),
589,3,3,0,0,0,114.20927389770596,F (Colapso),⚠️ STOP ID:370
590,2,2,0,0,0,76.13951593180397,E (Capacidad),
591,3,3,0,0,0,114.20927389770596,F (Colapso),
592,3,3,0,0,0,114.20927389770596,F (Colapso),
593,4,4,0,0,0,152.27903186360794,F (Colapso),⚠️ STOP ID:313
594,4,4,0,0,0,152.27903186360794,F (Colapso),⚠️ STOP ID:313
595,2,2,0,0,0,76.13951593180397,E (Capacidad),⚠️ STOP ID:313
596,3,3,0,0,0,114.20927389770596,F (Colapso),⚠️ STOP ID:313
597,6,5,0,0,1,228.4185477954119,F (Colapso),⚠️ STOP ID:313
598,6,5,0,0,1,228.4185477954119,F (Colapso),"⚠️ STOP ID:313, ⚠️ STOP ID:370"
599,2,2,0,0,0,76.13951593180397,E (Capacidad),⚠️ STOP ID:313
600,2,2,0,0,0,76.13951593180397,E (Capacidad),⚠️ STOP ID:313
601,2,2,0,0,0,76.13951593180397,E (Capacidad),⚠️ STOP ID:313
602,3,3,0,0,0,114.20927389770596,F (Colapso),⚠️ STOP ID:313
603,1,1,0,0,0,38.069757965901985,D (Inestable),⚠️ STOP ID:313
604,3,3,0,0,0,114.20927389770596,F (Colapso),⚠️ STOP ID:313
605,3,3,0,0,0,114.20927389770596,F (Colapso),⚠️ STOP ID:313
606,4,4,0,0,0,152.27903186360794,F (Colapso),"⚠️ STOP ID:313, ⚠️ STOP ID:370"
607,3,3,0,0,0,114.20927389770596,F (Colapso),"⚠️ STOP ID:313, ⚠️ STOP ID:370"
608,3,3,0,0,0,114.20927389770596,F (Colapso),"⚠️ STOP ID:313, ⚠️ STOP ID:370"
609,3,3,0,0,0,114.20927389770596,F (Colapso),"⚠️ STOP ID:313, ⚠️ STOP ID:370"
610,4,3,0,0,1,152.27903186360794,F (Colapso),"⚠️ STOP ID:313, ⚠️ STOP ID:370"
611,3,3,0,0,0,114.20927389770596,F (Colapso),"⚠️ STOP ID:313, ⚠️ STOP ID:370"
612,4,3,0,0,1,152.27903186360794,F (Colapso),"⚠️ STOP ID:434, ⚠️ STOP ID:313"
613,4,3,0,0,1,152.27903186360794,F (Colapso),"⚠️ STOP ID:434, ⚠️ STOP ID:313, ⚠️ STOP ID:370"
614,4,3,0,0,1,152.27903186360794,F (Colapso),"⚠️ STOP ID:434, ⚠️ STOP ID:313, ⚠️ STOP ID:370"
615,4,3,0,0,1,152.27903186360794,F (Colapso),"⚠️ STOP ID:434, ⚠️ STOP ID:313, ⚠️ STOP ID:370"
616,4,3,0,0,1,152.27903186360794,F (Colapso),"⚠️ STOP ID:434, ⚠️ STOP ID:313, ⚠️ STOP ID:370"
617,3,3,0,0,0,114.20927389770596,F (Colapso),"⚠️ STOP ID:313, ⚠️ STOP ID:370"
618,3,3,0,0,0,114.20927389770596,F (Colapso),"⚠️ STOP ID:313, ⚠️ STOP ID:370"
619,3,3,0,0,0,114.20927389770596,F (Colapso),"⚠️ STOP ID:313, ⚠️ STOP ID:370"
620,4,3,0,0,1,152.27903186360794,F (Colapso),"⚠️ STOP ID:434, ⚠️ STOP ID:576, ⚠️ STOP ID:313, ⚠️ STOP ID:370"
621,2,2,0,0,0,76.13951593180397,E (Capacidad),"⚠️ STOP ID:313, ⚠️ STOP ID:370"
622,4,3,0,0,1,152.27903186360794,F (Colapso),"⚠️ STOP ID:434, ⚠️ STOP ID:576, ⚠️ STOP ID:313, ⚠️ STOP ID:370"
623,3,3,0,0,0,114.20927389770596,F (Colapso),"⚠️ STOP ID:576, ⚠️ STOP ID:313, ⚠️ STOP ID:370"
624,5,4,0,0,1,190.3487898295099,F (Colapso),"⚠️ STOP ID:434, ⚠️ STOP ID:576, ⚠️ STOP ID:313"
625,5,5,0,0,0,190.3487898295099,F (Colapso),"⚠️ STOP ID:576, ⚠️ STOP ID:313, ⚠️ STOP ID:370"
626,4,4,0,0,0,152.27903186360794,F (Colapso),"⚠️ STOP ID:576, ⚠️ STOP ID:313, ⚠️ STOP ID:370"
