Frame,Total_Veh,Turismos,Motos,Buses,Camiones,Densidad_k,LOS,Riesgos
627,4,3,0,0,1,152.27903186360794,F (Colapso),"⚠️ PROXIMIDAD, ⚠️ STOP ID:313, ⚠️ STOP ID:370"
628,3,3,0,0,0,114.20927389770596,F (Colapso),"⚠️ STOP ID:313, ⚠️ STOP ID:370"
629,3,3,0,0,0,114.20927389770596,F (Colapso),"⚠️ STOP ID:313, ⚠️ STOP ID:370"
630,5,4,0,0,1,190.3487898295099,F (Colapso),"⚠️ PROXIMIDAD, ⚠️ STOP ID:313, ⚠️ STOP ID:370"
631,3,3,0,0,0,114.20927389770596,F (Colapso),
632,2,2,0,0,0,76.13951593180397,E (Capacidad),⚠️ STOP ID:313
633,3,3,0,0,0,114.20927389770596,F (Colapso),"⚠️ STOP ID:313, ⚠️ PROXIMIDAD"
634,2,2,0,0,0,76.13951593180397,E (Capacidad),⚠️ STOP ID:313
635,2,2,0,0,0,76.13951593180397,E (Capacidad),⚠️ STOP ID:313
636,2,2,0,0,0,76.13951593180397,E (Capacidad),⚠️ STOP ID:313
637,2,2,0,0,0,76.13951593180397,E (Capacidad),⚠️ STOP ID:313
638,2,2,0,0,0,76.13951593180397,E (Capacidad),⚠️ STOP ID:313
639,1,1,0,0,0,38.069757965901985,D (Inestable),⚠️ STOP ID:313
640,2,2,0,0,0,76.13951593180397,E (Capacidad),⚠️ STOP ID:313
641,3,3,0,0,0,114.20927389770596,F (Colapso),"⚠️ STOP ID:313, ⚠️ STOP ID:370"
642,1,1,0,0,0,38.069757965901985,D (Inestable),⚠️ STOP ID:313
643,2,2,0,0,0,76.13951593180397,E (Capacidad),"⚠️ STOP ID:313, ⚠️ STOP ID:370"
644,1,1,0,0,0,38.069757965901985,D (Inestable),⚠️ STOP ID:313
645,1,1,0,0,0,38.069757965901985,D (Inestable),
646,2,1,0,0,1,76.13951593180397,E (Capacidad),
647,2,2,0,0,0,76.13951593180397,E (Capacidad),⚠️ STOP ID:370
648,3,2,0,0,1,114.20927389770596,F (Colapso),
649,3,2,0,0,1,114.20927389770596,F (Colapso),
650,3,2,0,0,1,114.20927389770596,F (Colapso),⚠️ STOP ID:370
651,2,1,0,0,1,76.13951593180397,E (Capacidad),⚠️ STOP ID:434
652,1,1,0,0,0,38.069757965901985,D (Inestable),
653,3,2,0,0,1,114.20927389770596,F (Colapso),⚠️ STOP ID:370
654,2,2,0,0,0,76.13951593180397,E (Capacidad),"⚠️ STOP ID:313, ⚠️ STOP ID:370"
655,2,2,0,0,0,76.13951593180397,E (Capacidad),"⚠️ STOP ID:313, ⚠️ STOP ID:370"
656,4,4,0,0,0,152.27903186360794,F (Colapso),"⚠️ STOP ID:313, ⚠️ STOP ID:370"
657,4,3,0,0,1,152.27903186360794,F (Colapso),"⚠️ STOP ID:313, ⚠️ STOP ID:370"
658,3,3,0,0,0,114.20927389770596,F (Colapso),"⚠️ STOP ID:313, ⚠️ STOP ID:370"
659,3,3,0,0,0,114.20927389770596,F (Colapso),"⚠️ STOP ID:313, ⚠️ STOP ID:370"
660,4,4,0,0,0,152.27903186360794,F (Colapso),"⚠️ STOP ID:313, ⚠️ STOP ID:370"
661,3,3,0,0,0,114.20927389770596,F (Colapso),"⚠️ STOP ID:313, ⚠️ STOP ID:370"
662,5,4,0,0,1,190.3487898295099,F (Colapso),"⚠️ PROXIMIDAD, ⚠️ STOP ID:313, ⚠️ STOP ID:370"
663,6,4,0,0,2,228.4185477954119,F (Colapso),"⚠️ PROXIMIDAD, ⚠️ STOP ID:313, ⚠️ STOP ID:370"
664,5,4,0,0,1,190.3487898295099,F (Colapso),"⚠️ PROXIMIDAD, ⚠️ STOP ID:313, ⚠️ STOP ID:370"
665,5,3,0,0,2,190.3487898295099,F (Colapso),"⚠️ STOP ID:313, ⚠️ PROXIMIDAD"
666,5,4,0,0,1,190.3487898295099,F (Colapso),"⚠️ STOP ID:434, ⚠️ STOP ID:313, ⚠️ STOP ID:370"
667,5,4,0,0,1,190.3487898295099,F (Colapso),"⚠️ STOP ID:313, ⚠️ STOP ID:370"
668,3,3,0,0,0,114.20927389770596,F (Colapso),"⚠️ STOP ID:313, ⚠️ STOP ID:370"
669,3,3,0,0,0,114.20927389770596,F (Colapso),⚠️ STOP ID:370
670,3,3,0,0,0,114.20927389770596,F (Colapso),
671,3,3,0,0,0,114.20927389770596,F (Colapso),⚠️ STOP ID:370
672,2,2,0,0,0,76.13951593180397,E (Capacidad),⚠️ STOP ID:370
673,3,3,0,0,0,114.20927389770596,F (Colapso),⚠️ STOP ID:370
674,4,3,0,0,1,152.27903186360794,F (Colapso),"⚠️ STOP ID:434, ⚠️ STOP ID:370"
675,4,3,0,0,1,152.27903186360794,F (Colapso),⚠️ STOP ID:370
676,4,3,0,0,1,152.27903186360794,F (Colapso),⚠️ STOP ID:434
677,3,3,0,0,0,114.20927389770596,F (Colapso),
678,3,2,0,0,1,114.20927389770596,F (Colapso),⚠️ STOP ID:434
679,4,3,0,0,1,152.27903186360794,F (Colapso),⚠️ STOP ID:434
680,3,3,0,0,0,114.20927389770596,F (Colapso),
681,4,3,0,0,1,152.27903186360794,F (Colapso),⚠️ STOP ID:434
682,3,2,0,0,1,114.20927389770596,F (Colapso),⚠️ STOP ID:434
683,2,2,0,0,0,76.13951593180397,E (Capacidad),"⚠️ STOP ID:313, ⚠️ STOP ID:370"
684,2,2,0,0,0,76.13951593180397,E (Capacidad),"⚠️ STOP ID:313, ⚠️ STOP ID:370"
685,3,3,0,0,0,114.20927389770596,F (Colapso),"⚠️ STOP ID:313, ⚠️ STOP ID:370"
686,2,2,0,0,0,76.13951593180397,E (Capacidad),"⚠️ STOP ID:313, ⚠️ STOP ID:370"
687,2,2,0,0,0,76.13951593180397,E (Capacidad),"⚠️ STOP ID:313, ⚠️ STOP ID:370"
688,2,2,0,0,0,76.13951593180397,E (Capacidad),⚠️ STOP ID:313
689,2,2,0,0,0,76.13951593180397,E (Capacidad),⚠️ STOP ID:313
690,2,2,0,0,0,76.13951593180397,E (Capacidad),"⚠️ STOP ID:313, ⚠️ STOP ID:370"
691,2,2,0,0,0,76.13951593180397,E (Capacidad),"⚠️ STOP ID:313, ⚠️ STOP ID:370"
692,2,2,0,0,0,76.13951593180397,E (Capacidad),"⚠️ STOP ID:313, ⚠️ STOP ID:370"
693,2,2,0,0,0,76.13951593180397,E (Capacidad),"⚠️ STOP ID:313, ⚠️ STOP ID:370"
694,2,2,0,0,0,76.13951593180397,E (Capacidad),"⚠️ STOP ID:313, ⚠️ STOP ID:370"
695,2,2,0,0,0,76.13951593180397,E (Capacidad),"⚠️ STOP ID:313, ⚠️ STOP ID:370"
696,2,2,0,0,0,76.13951593180397,E (Capacidad),"⚠️ STOP ID:313, ⚠️ STOP ID:370"
697,3,3,0,0,0,114.20927389770596,F (Colapso),"⚠️ STOP ID:313, ⚠️ STOP ID:370"
698,3,3,0,0,0,114.20927389770596,F (Colapso),"⚠️ STOP ID:313, ⚠️ STOP ID:370"
699,3,3,0,0,0,114.20927389770596,F (Colapso),"⚠️ STOP ID:313, ⚠️ STOP ID:370"
700,2,2,0,0,0,76.13951593180397,E (Capacidad),"⚠️ STOP ID:313, ⚠️ STOP ID:370"
701,2,2,0,0,0,76.13951593180397,E (Capacidad),"⚠️ STOP ID:313, ⚠️ STOP ID:370"
702,1,1,0,0,0,38.069757965901985,D (Inestable),⚠️ STOP ID:313
703,1,1,0,0,0,38.069757965901985,D (Inestable),⚠️ STOP ID:313
704,2,2,0,0,0,76.13951593180397,E (Capacidad),"⚠️ STOP ID:313, ⚠️ STOP ID:370"
705,3,2,0,0,1,114.20927389770596,F (Colapso),"⚠️ STOP ID:434, ⚠️ STOP ID:313, ⚠️ STOP ID:370"
706,2,2,0,0,0,76.13951593180397,E (Capacidad),"⚠️ STOP ID:313, ⚠️ STOP ID:370"
707,2,2,0,0,0,76.13951593180397,E (Capacidad),"⚠️ STOP ID:313, ⚠️ STOP ID:370"
708,2,2,0,0,0,76.13951593180397,E (Capacidad),"⚠️ STOP ID:313, ⚠️ STOP ID:370"
709,2,2,0,0,0,76.13951593180397,E (Capacidad),"⚠️ STOP ID:313, ⚠️ STOP ID:370"
710,2,2,0,0,0,76.13951593180397,E (Capacidad),"⚠️ STOP ID:313, ⚠️ STOP ID:370"
711,2,2,0,0,0,76.13951593180397,E (Capacidad),"⚠️ STOP ID:313, ⚠️ STOP ID:370"
712,2,2,0,0,0,76.13951593180397,E (Capacidad),"⚠️ STOP ID:313, ⚠️ STOP ID:370"
713,3,3,0,0,0,114.20927389770596,F (Colapso),"⚠️ STOP ID:313, ⚠️ STOP ID:370"
714,3,3,0,0,0,114.20927389770596,F (Colapso),"⚠️ STOP ID:313, ⚠️ STOP ID:370"
715,3,3,0,0,0,114.20927389770596,F (Colapso),"⚠️ STOP ID:313, ⚠️ STOP ID:370"
716,4,4,0,0,0,152.27903186360794,F (Colapso),"⚠️ STOP ID:313, ⚠️ STOP ID:370"
717,3,3,0,0,0,114.20927389770596,F (Colapso),"⚠️ STOP ID:313, ⚠️ STOP ID:370"
718,3,3,0,0,0,114.20927389770596,F (Colapso),⚠️ STOP ID:313
719,3,3,0,0,0,114.20927389770596,F (Colapso),⚠️ STOP ID:313
720,2,2,0,0,0,76.13951593180397,E (Capacidad),⚠️ STOP ID:313
721,2,2,0,0,0,76.13951593180397,E (Capacidad),"⚠️ STOP ID:313, ⚠️ STOP ID:370"
722,2,2,0,0,0,76.13951593180397,E (Capacidad),"⚠️ STOP ID:313, ⚠️ STOP ID:370"
723,2,2,0,0,0,76.13951593180397,E (Capacidad),"⚠️ STOP ID:313, ⚠️ STOP ID:370"
724,2,2,0,0,0,76.13951593180397,E (Capacidad),"⚠️ STOP ID:313, ⚠️ STOP ID:370"
725,2,2,0,0,0,76.13951593180397,E (Capacidad),"⚠️ STOP ID:313, ⚠️ STOP ID:370"
726,2,2,0,0,0,76.13951593180397,E (Capacidad),"⚠️ STOP ID:313, ⚠️ STOP ID:370"
727,2,2,0,0,0,76.13951593180397,E (Capacidad),"⚠️ STOP ID:313, ⚠️ STOP ID:370"
728,2,2,0,0,0,76.13951593180397,E (Capacidad),"⚠️ STOP ID:313, ⚠️ STOP ID:370"
729,2,2,0,0,0,76.13951593180397,E (Capacidad),"⚠️ STOP ID:313, ⚠️ STOP ID:370"
730,2,2,0,0,0,76.13951593180397,E (Capacidad),⚠️ STOP ID:313
731,2,2,0,0,0,76.13951593180397,E (Capacidad),⚠️ STOP ID:313
732,2,2,0,0,0,76.13951593180397,E (Capacidad),
733,2,2,0,0,0,76.13951593180397,E (Capacidad),⚠️ STOP ID:370
734,2,2,0,0,0,76.13951593180397,E (Capacidad),⚠️ STOP ID:313
735,2,2,0,0,0,76.13951593180397,E (Capacidad),
736,1,1,0,0,0,38.069757965901985,D (Inestable),
737,1,1,0,0,0,38.069757965901985,D (Inestable),
738,1,1,0,0,0,38.069757965901985,D (Inestable),
739,2,2,0,0,0,76.13951593180397,E (Capacidad),
740,2,2,0,0,0,76.13951593180397,E (Capacidad),
741,3,3,0,0,0,114.20927389770596,F (Colapso),
742,3,3,0,0,0,114.20927389770596,F (Colapso),
743,4,4,0,0,0,152.27903186360794,F (Colapso),
744,3,3,0,0,0,114.20927389770596,F (Colapso),⚠️ STOP ID:370
745,3,3,0,0,0,114.20927389770596,F (Colapso),⚠️ STOP ID:370
746,3,3,0,0,0,114.20927389770596,F (Colapso),⚠️ STOP ID:370
747,3,3,0,0,0,114.20927389770596,F (Colapso),⚠️ STOP ID:370
748,3,3,0,0,0,114.20927389770596,F (Colapso),
749,2,2,0,0,0,76.13951593180397,E (Capacidad),⚠️ STOP ID:370
750,2,2,0,0,0,76.13951593180397,E (Capacidad),
751,2,2,0,0,0,76.13951593180397,E (Capacidad),
752,3,3,0,0,0,114.20927389770596,F (Colapso),
753,1,1,0,0,0,38.069757965901985,D (Inestable),
754,3,3,0,0,0,114.20927389770596,F (Colapso),
755,2,2,0,0,0,76.13951593180397,E (Capacidad),
756,3,3,0,0,0,114.20927389770596,F (Colapso),
757,3,3,0,0,0,114.20927389770596,F (Colapso),
758,4,3,0,0,1,152.27903186360794,F (Colapso),
759,3,3,0,0,0,114.20927389770596,F (Colapso),"⚠️ STOP ID:313, ⚠️ STOP ID:370"
760,3,3,0,0,0,114.20927389770596,F (Colapso),⚠️ STOP ID:313
761,3,3,0,0,0,114.20927389770596,F (Colapso),"⚠️ STOP ID:313, ⚠️ STOP ID:370"
762,2,2,0,0,0,76.13951593180397,E (Capacidad),⚠️ STOP ID:313
763,2,2,0,0,0,76.13951593180397,E (Capacidad),⚠️ STOP ID:313
764,3,3,0,0,0,114.20927389770596,F (Colapso),"⚠️ STOP ID:313, ⚠️ STOP ID:370"
765,3,3,0,0,0,114.20927389770596,F (Colapso),"⚠️ STOP ID:313, ⚠️ STOP ID:370"
766,2,2,0,0,0,76.13951593180397,E (Capacidad),⚠️ STOP ID:313
767,2,2,0,0,0,76.13951593180397,E (Capacidad),⚠️ STOP ID:313
768,2,2,0,0,0,76.13951593180397,E (Capacidad),⚠️ STOP ID:313
769,3,3,0,0,0,114.20927389770596,F (Colapso),⚠️ STOP ID:313
770,3,3,0,0,0,114.20927389770596,F (Colapso),⚠️ STOP ID:313
771,3,3,0,0,0,114.20927389770596,F (Colapso),"⚠️ STOP ID:313, ⚠️ STOP ID:370"
772,2,2,0,0,0,76.13951593180397,E (Capacidad),⚠️ STOP ID:313
773,2,2,0,0,0,76.13951593180397,E (Capacidad),⚠️ STOP ID:313
774,2,2,0,0,0,76.13951593180397,E (Capacidad),"⚠️ STOP ID:313, ⚠️ STOP ID:370"
775,1,1,0,0,0,38.069757965901985,D (Inestable),⚠️ STOP ID:313
776,2,1,0,0,1,76.13951593180397,E (Capacidad),"⚠️ STOP ID:434, ⚠️ STOP ID:313"
777,3,2,0,0,1,114.20927389770596,F (Colapso),"⚠️ STOP ID:434, ⚠️ STOP ID:313, ⚠️ STOP ID:370"
778,2,2,0,0,0,76.13951593180397,E (Capacidad),"⚠️ STOP ID:313, ⚠️ STOP ID:370"
779,2,1,0,0,1,76.13951593180397,E (Capacidad),"⚠️ STOP ID:434, ⚠️ STOP ID:313"
780,1,1,0,0,0,38.069757965901985,D (Inestable),⚠️ STOP ID:313
781,2,1,0,0,1,76.13951593180397,E (Capacidad),⚠️ STOP ID:313
782,2,1,0,0,1,76.13951593180397,E (Capacidad),"⚠️ STOP ID:434, ⚠️ STOP ID:313"
783,3,2,0,0,1,114.20927389770596,F (Colapso),"⚠️ STOP ID:434, ⚠️ STOP ID:313"
784,4,3,0,0,1,152.27903186360794,F (Colapso),"⚠️ STOP ID:434, ⚠️ STOP ID:313"
785,3,2,0,0,1,114.20927389770596,F (Colapso),"⚠️ STOP ID:434, ⚠️ STOP ID:313"
786,3,2,0,0,1,114.20927389770596,F (Colapso),⚠️ STOP ID:313
787,4,3,0,0,1,152.27903186360794,F (Colapso),"⚠️ STOP ID:434, ⚠️ STOP ID:313"
788,2,2,0,0,0,76.13951593180397,E (Capacidad),⚠️ STOP ID:370
789,2,1,0,0,1,76.13951593180397,E (Capacidad),"⚠️ STOP ID:434, ⚠️ STOP ID:313"
790,1,1,0,0,0,38.069757965901985,D (Inestable),⚠️ STOP ID:313
791,1,1,0,0,0,38.069757965901985,D (Inestable),⚠️ STOP ID:313
792,1,1,0,0,0,38.069757965901985,D (Inestable),⚠️ STOP ID:313
793,2,1,0,0,1,76.13951593180397,E (Capacidad),"⚠️ STOP ID:434, ⚠️ STOP ID:313"
794,2,2,0,0,0,76.13951593180397,E (Capacidad),"⚠️ STOP ID:313, ⚠️ STOP ID:370"
795,3,2,0,0,1,114.20927389770596,F (Colapso),"⚠️ STOP ID:434, ⚠️ STOP ID:313, ⚠️ STOP ID:370"
796,1,1,0,0,0,38.069757965901985,D (Inestable),⚠️ STOP ID:313
797,0,0,0,0,0,0.0,A (Fluido),
798,2,1,0,0,1,76.13951593180397,E (Capacidad),"⚠️ STOP ID:434, ⚠️ STOP ID:313"
799,1,1,0,0,0,38.069757965901985,D (Inestable),⚠️ STOP ID:313
800,1,1,0,0,0,38.069757965901985,D (Inestable),⚠️ STOP ID:313
801,2,2,0,0,0,76.13951593180397,E (Capacidad),⚠️ STOP ID:313
802,2,2,0,0,0,76.13951593180397,E (Capacidad),
803,2,2,0,0,0,76.13951593180397,E (Capacidad),
804,2,2,0,0,0,76.13951593180397,E (Capacidad),⚠️ STOP ID:370
805,2,2,0,0,0,76.13951593180397,E (Capacidad),⚠️ STOP ID:370
806,2,2,0,0,0,76.13951593180397,E (Capacidad),
807,2,2,0,0,0,76.13951593180397,E (Capacidad),
808,3,3,0,0,0,114.20927389770596,F (Colapso),
809,3,3,0,0,0,114.20927389770596,F (Colapso),
810,3,3,0,0,0,114.20927389770596,F (Colapso),
811,4,3,0,0,1,152.27903186360794,F (Colapso),⚠️ STOP ID:434
812,3,3,0,0,0,114.20927389770596,F (Colapso),
813,3,3,0,0,0,114.20927389770596,F (Colapso),
814,2,2,0,0,0,76.13951593180397,E (Capacidad),
815,3,3,0,0,0,114.20927389770596,F (Colapso),⚠️ STOP ID:313
816,3,3,0,0,0,114.20927389770596,F (Colapso),
817,3,3,0,0,0,114.20927389770596,F (Colapso),⚠️ STOP ID:313
818,2,2,0,0,0,76.13951593180397,E (Capacidad),⚠️ STOP ID:370
819,2,2,0,0,0,76.13951593180397,E (Capacidad),⚠️ STOP ID:370
820,3,3,0,0,0,114.20927389770596,F (Colapso),⚠️ STOP ID:370
821,2,2,0,0,0,76.13951593180397,E (Capacidad),"⚠️ STOP ID:313, ⚠️ STOP ID:370"
822,1,1,0,0,0,38.069757965901985,D (Inestable),⚠️ STOP ID:313
823,4,3,0,0,1,152.27903186360794,F (Colapso),⚠️ STOP ID:313
824,3,3,0,0,0,114.20927389770596,F (Colapso),"⚠️ STOP ID:669, ⚠️ STOP ID:313"
825,4,3,0,0,1,152.27903186360794,F (Colapso),"⚠️ STOP ID:669, ⚠️ STOP ID:313, ⚠️ STOP ID:370"
826,3,3,0,0,0,114.20927389770596,F (Colapso),"⚠️ STOP ID:669, ⚠️ STOP ID:313, ⚠️ STOP ID:370"
827,3,3,0,0,0,114.20927389770596,F (Colapso),"⚠️ STOP ID:669, ⚠️ STOP ID:313, ⚠️ STOP ID:370"
828,3,3,0,0,0,114.20927389770596,F (Colapso),"⚠️ STOP ID:669, ⚠️ STOP ID:313, ⚠️ STOP ID:370"
829,2,1,0,0,1,76.13951593180397,E (Capacidad),⚠️ STOP ID:313
830,1,1,0,0,0,38.069757965901985,D (Inestable),⚠️ STOP ID:313
831,2,1,0,0,1,76.13951593180397,E (Capacidad),"⚠️ STOP ID:434, ⚠️ STOP ID:313"
832,2,2,0,0,0,76.13951593180397,E (Capacidad),⚠️ STOP ID:313
833,4,4,0,0,0,152.27903186360794,F (Colapso),"⚠️ STOP ID:669, ⚠️ STOP ID:313"
834,3,3,0,0,0,114.20927389770596,F (Colapso),"⚠️ STOP ID:313, ⚠️ STOP ID:370"
835,4,3,0,0,1,152.27903186360794,F (Colapso),"⚠️ STOP ID:434, ⚠️ STOP ID:313, ⚠️ STOP ID:370"
836,3,3,0,0,0,114.20927389770596,F (Colapso),"⚠️ STOP ID:313, ⚠️ STOP ID:370"
837,1,1,0,0,0,38.069757965901985,D (Inestable),⚠️ STOP ID:313
838,4,3,0,0,1,152.27903186360794,F (Colapso),"⚠️ STOP ID:434, ⚠️ STOP ID:313, ⚠️ STOP ID:370"
839,5,4,0,0,1,190.3487898295099,F (Colapso),"⚠️ STOP ID:669, ⚠️ STOP ID:434, ⚠️ STOP ID:313, ⚠️ STOP ID:370"
840,4,4,0,0,0,152.27903186360794,F (Colapso),"⚠️ STOP ID:669, ⚠️ STOP ID:313, ⚠️ STOP ID:370"
841,4,4,0,0,0,152.27903186360794,F (Colapso),"⚠️ STOP ID:669, ⚠️ STOP ID:313"
842,3,3,0,0,0,114.20927389770596,F (Colapso),"⚠️ STOP ID:669, ⚠️ STOP ID:313"
843,2,2,0,0,0,76.13951593180397,E (Capacidad),⚠️ STOP ID:313
844,1,1,0,0,0,38.069757965901985,D (Inestable),⚠️ STOP ID:313
845,2,1,0,0,1,76.13951593180397,E (Capacidad),
846,1,1,0,0,0,38.069757965901985,D (Inestable),
847,3,2,0,0,1,114.20927389770596,F (Colapso),⚠️ STOP ID:313
848,3,2,0,0,1,114.20927389770596,F (Colapso),⚠️ STOP ID:313
849,2,2,0,0,0,76.13951593180397,E (Capacidad),⚠️ STOP ID:313
850,3,3,0,0,0,114.20927389770596,F (Colapso),⚠️ STOP ID:313
851,3,3,0,0,0,114.20927389770596,F (Colapso),⚠️ STOP ID:313
852,2,2,0,0,0,76.13951593180397,E (Capacidad),⚠️ STOP ID:313
853,2,2,0,0,0,76.13951593180397,E (Capacidad),⚠️ STOP ID:313
854,2,2,0,0,0,76.13951593180397,E (Capacidad),⚠️ STOP ID:313
855,1,1,0,0,0,38.069757965901985,D (Inestable),⚠️ STOP ID:313
856,2,2,0,0,0,76.13951593180397,E (Capacidad),⚠️ STOP ID:313
857,1,1,0,0,0,38.069757965901985,D (Inestable),⚠️ STOP ID:313
858,2,2,0,0,0,76.13951593180397,E (Capacidad),⚠️ STOP ID:313
859,4,3,0,0,1,152.27903186360794,F (Colapso),"⚠️ STOP ID:434, ⚠️ STOP ID:313"
860,3,2,0,0,1,114.20927389770596,F (Colapso),"⚠️ STOP ID:434, ⚠️ STOP ID:313"
861,2,1,0,0,1,76.13951593180397,E (Capacidad),
862,1,1,0,0,0,38.069757965901985,D (Inestable),
863,4,4,0,0,0,152.27903186360794,F (Colapso),⚠️ STOP ID:370
864,4,4,0,0,0,152.27903186360794,F (Colapso),"⚠️ STOP ID:313, ⚠️ STOP ID:370"
865,5,4,0,0,1,190.3487898295099,F (Colapso),"⚠️ STOP ID:313, ⚠️ STOP ID:370"
866,3,2,0,0,1,114.20927389770596,F (Colapso),"⚠️ STOP ID:434, ⚠️ STOP ID:313, ⚠️ STOP ID:370"
867,2,1,0,0,1,76.13951593180397,E (Capacidad),⚠️ STOP ID:313
868,2,2,0,0,0,76.13951593180397,E (Capacidad),⚠️ STOP ID:313
869,2,2,0,0,0,76.13951593180397,E (Capacidad),"⚠️ STOP ID:313, ⚠️ STOP ID:370"
870,1,1,0,0,0,38.069757965901985,D (Inestable),⚠️ STOP ID:313
871,1,1,0,0,0,38.069757965901985,D (Inestable),⚠️ STOP ID:313
872,1,1,0,0,0,38.069757965901985,D (Inestable),⚠️ STOP ID:313
873,2,2,0,0,0,76.13951593180397,E (Capacidad),"⚠️ STOP ID:313, ⚠️ STOP ID:370"
874,1,1,0,0,0,38.069757965901985,D (Inestable),⚠️ STOP ID:313
875,1,1,0,0,0,38.069757965901985,D (Inestable),⚠️ STOP ID:313
876,4,3,0,0,1,152.27903186360794,F (Colapso),"⚠️ STOP ID:434, ⚠️ STOP ID:313"
877,3,3,0,0,0,114.20927389770596,F (Colapso),⚠️ STOP ID:313
878,2,2,0,0,0,76.13951593180397,E (Capacidad),"⚠️ STOP ID:313, ⚠️ STOP ID:370"
879,3,3,0,0,0,114.20927389770596,F (Colapso),"⚠️ STOP ID:813, ⚠️ STOP ID:313, ⚠️ STOP ID:370"
880,5,4,0,0,1,190.3487898295099,F (Colapso),"⚠️ STOP ID:813, ⚠️ STOP ID:434, ⚠️ STOP ID:313, ⚠️ STOP ID:370"
881,5,4,0,0,1,190.3487898295099,F (Colapso),"⚠️ STOP ID:813, ⚠️ STOP ID:434, ⚠️ STOP ID:313, ⚠️ STOP ID:370"
882,5,4,0,0,1,190.3487898295099,F (Colapso),"⚠️ STOP ID:813, ⚠️ STOP ID:434, ⚠️ STOP ID:313, ⚠️ STOP ID:370"
883,3,2,0,0,1,114.20927389770596,F (Colapso),"⚠️ STOP ID:434, ⚠️ STOP ID:313, ⚠️ STOP ID:370"
884,1,1,0,0,0,38.069757965901985,D (Inestable),⚠️ STOP ID:313
885,5,4,0,0,1,190.3487898295099,F (Colapso),"⚠️ STOP ID:434, ⚠️ STOP ID:313"
886,4,3,0,0,1,152.27903186360794,F (Colapso),"⚠️ STOP ID:434, ⚠️ STOP ID:313"
887,3,2,0,0,1,114.20927389770596,F (Colapso),"⚠️ STOP ID:434, ⚠️ STOP ID:313"
888,1,1,0,0,0,38.069757965901985,D (Inestable),⚠️ STOP ID:313
889,1,1,0,0,0,38.069757965901985,D (Inestable),⚠️ STOP ID:313
890,3,2,0,0,1,114.20927389770596,F (Colapso),"⚠️ STOP ID:434, ⚠️ STOP ID:313"
891,1,1,0,0,0,38.069757965901985,D (Inestable),⚠️ STOP ID:313
892,2,1,0,0,1,76.13951593180397,E (Capacidad),"⚠️ STOP ID:434, ⚠️ STOP ID:313"
893,2,1,0,0,1,76.13951593180397,E (Capacidad),"⚠️ STOP ID:434, ⚠️ STOP ID:313"
894,2,1,0,0,1,76.13951593180397,E (Capacidad),"⚠️ STOP ID:434, ⚠️ STOP ID:313"
895,1,1,0,0,0,38.069757965901985,D (Inestable),⚠️ STOP ID:313
896,2,2,0,0,0,76.13951593180397,E (Capacidad),"⚠️ STOP ID:313, ⚠️ STOP ID:370"
897,2,2,0,0,0,76.13951593180397,E (Capacidad),"⚠️ STOP ID:313, ⚠️ STOP ID:370"
898,3,2,0,0,1,114.20927389770596,F (Colapso),"⚠️ STOP ID:313, ⚠️ STOP ID:370"
899,2,2,0,0,0,76.13951593180397,E (Capacidad),"⚠️ STOP ID:313, ⚠️ STOP ID:370"
900,2,2,0,0,0,76.13951593180397,E (Capacidad),"⚠️ STOP ID:313, ⚠️ STOP ID:370"
901,2,2,0,0,0,76.13951593180397,E (Capacidad),"⚠️ STOP ID:813, ⚠️ STOP ID:313"
902,2,2,0,0,0,76.13951593180397,E (Capacidad),"⚠️ STOP ID:813, ⚠️ STOP ID:313"
903,3,3,0,0,0,114.20927389770596,F (Colapso),"⚠️ STOP ID:813, ⚠️ STOP ID:313"
904,3,3,0,0,0,114.20927389770596,F (Colapso),"⚠️ STOP ID:813, ⚠️ STOP ID:313"
905,2,2,0,0,0,76.13951593180397,E (Capacidad),"⚠️ STOP ID:813, ⚠️ STOP ID:313"
906,1,1,0,0,0,38.069757965901985,D (Inestable),⚠️ STOP ID:313
907,2,2,0,0,0,76.13951593180397,E (Capacidad),"⚠️ STOP ID:813, ⚠️ STOP ID:313"
908,2,2,0,0,0,76.13951593180397,E (Capacidad),"⚠️ STOP ID:813, ⚠️ STOP ID:313"
909,2,2,0,0,0,76.13951593180397,E (Capacidad),"⚠️ STOP ID:813, ⚠️ STOP ID:313"
910,3,3,0,0,0,114.20927389770596,F (Colapso),"⚠️ STOP ID:813, ⚠️ STOP ID:313, ⚠️ STOP ID:370"
911,2,2,0,0,0,76.13951593180397,E (Capacidad),"⚠️ STOP ID:313, ⚠️ STOP ID:370"
912,2,2,0,0,0,76.13951593180397,E (Capacidad),"⚠️ STOP ID:813, ⚠️ STOP ID:313"
913,2,2,0,0,0,76.13951593180397,E (Capacidad),⚠️ STOP ID:313
914,2,2,0,0,0,76.13951593180397,E (Capacidad),"⚠️ STOP ID:313, ⚠️ STOP ID:370"
915,4,3,0,0,1,152.27903186360794,F (Colapso),"⚠️ STOP ID:313, ⚠️ STOP ID:370"
916,3,2,0,0,1,114.20927389770596,F (Colapso),"⚠️ STOP ID:813, ⚠️ STOP ID:434, ⚠️ STOP ID:313"
917,0,0,0,0,0,0.0,A (Fluido),
918,1,1,0,0,0,38.069757965901985,D (Inestable),⚠️ STOP ID:313
919,0,0,0,0,0,0.0,A (Fluido),
920,0,0,0,0,0,0.0,A (Fluido),
