Frame,Total,Turismos,Motos,Buses,Camiones,Bicis,Densidad,LOS
550,0,0,0,0,0,0,0.0,A (Libre)
551,0,0,0,0,0,0,0.0,A (Libre)
552,0,0,0,0,0,0,0.0,A (Libre)
553,0,0,0,0,0,0,0.0,A (Libre)
554,0,0,0,0,0,0,0.0,A (Libre)
555,0,0,0,0,0,0,0.0,A (Libre)
556,0,0,0,0,0,0,0.0,A (Libre)
557,0,0,0,0,0,0,0.0,A (Libre)
558,0,0,0,0,0,0,0.0,A (Libre)
559,0,0,0,0,0,0,0.0,A (Libre)
560,0,0,0,0,0,0,0.0,A (Libre)
561,0,0,0,0,0,0,0.0,A (Libre)
562,0,0,0,0,0,0,0.0,A (Libre)
563,0,0,0,0,0,0,0.0,A (Libre)
564,0,0,0,0,0,0,0.0,A (Libre)
565,0,0,0,0,0,0,0.0,A (Libre)
566,0,0,0,0,0,0,0.0,A (Libre)
567,0,0,0,0,0,0,0.0,A (Libre)
568,0,0,0,0,0,0,0.0,A (Libre)
569,0,0,0,0,0,0,0.0,A (Libre)
570,0,0,0,0,0,0,0.0,A (Libre)
571,0,0,0,0,0,0,0.0,A (Libre)
572,0,0,0,0,0,0,0.0,A (Libre)
573,0,0,0,0,0,0,0.0,A (Libre)
574,0,0,0,0,0,0,0.0,A (Libre)
575,0,0,0,0,0,0,0.0,A (Libre)
576,0,0,0,0,0,0,0.0,A (Libre)
577,0,0,0,0,0,0,0.0,A (Libre)
578,0,0,0,0,0,0,0.0,A (Libre)
579,0,0,0,0,0,0,0.0,A (Libre)
580,0,0,0,0,0,0,0.0,A (Libre)
581,0,0,0,0,0,0,0.0,A (Libre)
582,0,0,0,0,0,0,0.0,A (Libre)
583,0,0,0,0,0,0,0.0,A (Libre)
584,0,0,0,0,0,0,0.0,A (Libre)
585,0,0,0,0,0,0,0.0,A (Libre)
586,0,0,0,0,0,0,0.0,A (Libre)
587,0,0,0,0,0,0,0.0,A (Libre)
588,0,0,0,0,0,0,0.0,A (Libre)
589,0,0,0,0,0,0,0.0,A (Libre)
590,0,0,0,0,0,0,0.0,A (Libre)
591,1,1,0,0,0,0,56.32238164818376,F (Congestion)
592,0,0,0,0,0,0,0.0,A (Libre)
593,1,1,0,0,0,0,56.32238164818376,F (Congestion)
594,0,0,0,0,0,0,0.0,A (Libre)
595,1,1,0,0,0,0,56.32238164818376,F (Congestion)
596,0,0,0,0,0,0,0.0,A (Libre)
597,0,0,0,0,0,0,0.0,A (Libre)
598,0,0,0,0,0,0,0.0,A (Libre)
599,0,0,0,0,0,0,0.0,A (Libre)
600,0,0,0,0,0,0,0.0,A (Libre)
601,0,0,0,0,0,0,0.0,A (Libre)
602,0,0,0,0,0,0,0.0,A (Libre)
603,0,0,0,0,0,0,0.0,A (Libre)
604,1,1,0,0,0,0,56.32238164818376,F (Congestion)
605,1,1,0,0,0,0,56.32238164818376,F (Congestion)
606,0,0,0,0,0,0,0.0,A (Libre)
607,0,0,0,0,0,0,0.0,A (Libre)
608,0,0,0,0,0,0,0.0,A (Libre)
609,0,0,0,0,0,0,0.0,A (Libre)
610,0,0,0,0,0,0,0.0,A (Libre)
611,0,0,0,0,0,0,0.0,A (Libre)
612,0,0,0,0,0,0,0.0,A (Libre)
613,0,0,0,0,0,0,0.0,A (Libre)
614,0,0,0,0,0,0,0.0,A (Libre)
615,0,0,0,0,0,0,0.0,A (Libre)
616,0,0,0,0,0,0,0.0,A (Libre)
617,0,0,0,0,0,0,0.0,A (Libre)
618,0,0,0,0,0,0,0.0,A (Libre)
619,1,1,0,0,0,0,56.32238164818376,F (Congestion)
620,1,1,0,0,0,0,56.32238164818376,F (Congestion)
621,1,1,0,0,0,0,56.32238164818376,F (Congestion)
622,1,1,0,0,0,0,56.32238164818376,F (Congestion)
623,0,0,0,0,0,0,0.0,A (Libre)
624,1,1,0,0,0,0,56.32238164818376,F (Congestion)
625,1,1,0,0,0,0,56.32238164818376,F (Congestion)
626,1,1,0,0,0,0,56.32238164818376,F (Congestion)
627,1,1,0,0,0,0,56.32238164818376,F (Congestion)
628,1,1,0,0,0,0,56.32238164818376,F (Congestion)
629,1,1,0,0,0,0,56.32238164818376,F (Congestion)
630,0,0,0,0,0,0,0.0,A (Libre)
631,1,1,0,0,0,0,56.32238164818376,F (Congestion)
632,0,0,0,0,0,0,0.0,A (Libre)
633,0,0,0,0,0,0,0.0,A (Libre)
634,0,0,0,0,0,0,0.0,A (Libre)
635,0,0,0,0,0,0,0.0,A (Libre)
636,0,0,0,0,0,0,0.0,A (Libre)
637,0,0,0,0,0,0,0.0,A (Libre)
638,0,0,0,0,0,0,0.0,A (Libre)
639,0,0,0,0,0,0,0.0,A (Libre)
640,0,0,0,0,0,0,0.0,A (Libre)
641,0,0,0,0,0,0,0.0,A (Libre)
642,0,0,0,0,0,0,0.0,A (Libre)
643,0,0,0,0,0,0,0.0,A (Libre)
644,0,0,0,0,0,0,0.0,A (Libre)
645,0,0,0,0,0,0,0.0,A (Libre)
646,0,0,0,0,0,0,0.0,A (Libre)
647,0,0,0,0,0,0,0.0,A (Libre)
648,0,0,0,0,0,0,0.0,A (Libre)
649,0,0,0,0,0,0,0.0,A (Libre)
650,0,0,0,0,0,0,0.0,A (Libre)
651,0,0,0,0,0,0,0.0,A (Libre)
652,0,0,0,0,0,0,0.0,A (Libre)
653,0,0,0,0,0,0,0.0,A (Libre)
654,0,0,0,0,0,0,0.0,A (Libre)
655,0,0,0,0,0,0,0.0,A (Libre)
656,0,0,0,0,0,0,0.0,A (Libre)
657,0,0,0,0,0,0,0.0,A (Libre)
658,0,0,0,0,0,0,0.0,A (Libre)
659,0,0,0,0,0,0,0.0,A (Libre)
660,0,0,0,0,0,0,0.0,A (Libre)
661,0,0,0,0,0,0,0.0,A (Libre)
662,0,0,0,0,0,0,0.0,A (Libre)
663,0,0,0,0,0,0,0.0,A (Libre)
664,0,0,0,0,0,0,0.0,A (Libre)
665,0,0,0,0,0,0,0.0,A (Libre)
666,0,0,0,0,0,0,0.0,A (Libre)
667,0,0,0,0,0,0,0.0,A (Libre)
668,0,0,0,0,0,0,0.0,A (Libre)
669,0,0,0,0,0,0,0.0,A (Libre)
670,0,0,0,0,0,0,0.0,A (Libre)
671,0,0,0,0,0,0,0.0,A (Libre)
672,0,0,0,0,0,0,0.0,A (Libre)
673,0,0,0,0,0,0,0.0,A (Libre)
674,0,0,0,0,0,0,0.0,A (Libre)
675,0,0,0,0,0,0,0.0,A (Libre)
676,0,0,0,0,0,0,0.0,A (Libre)
677,0,0,0,0,0,0,0.0,A (Libre)
678,0,0,0,0,0,0,0.0,A (Libre)
679,0,0,0,0,0,0,0.0,A (Libre)
680,0,0,0,0,0,0,0.0,A (Libre)
681,0,0,0,0,0,0,0.0,A (Libre)
682,0,0,0,0,0,0,0.0,A (Libre)
683,0,0,0,0,0,0,0.0,A (Libre)
684,0,0,0,0,0,0,0.0,A (Libre)
685,0,0,0,0,0,0,0.0,A (Libre)
686,0,0,0,0,0,0,0.0,A (Libre)
687,0,0,0,0,0,0,0.0,A (Libre)
688,0,0,0,0,0,0,0.0,A (Libre)
689,0,0,0,0,0,0,0.0,A (Libre)
690,0,0,0,0,0,0,0.0,A (Libre)
691,0,0,0,0,0,0,0.0,A (Libre)
692,0,0,0,0,0,0,0.0,A (Libre)
693,0,0,0,0,0,0,0.0,A (Libre)
694,0,0,0,0,0,0,0.0,A (Libre)
695,0,0,0,0,0,0,0.0,A (Libre)
696,0,0,0,0,0,0,0.0,A (Libre)
697,0,0,0,0,0,0,0.0,A (Libre)
698,0,0,0,0,0,0,0.0,A (Libre)
699,0,0,0,0,0,0,0.0,A (Libre)
700,0,0,0,0,0,0,0.0,A (Libre)
701,0,0,0,0,0,0,0.0,A (Libre)
702,0,0,0,0,0,0,0.0,A (Libre)
703,0,0,0,0,0,0,0.0,A (Libre)
704,0,0,0,0,0,0,0.0,A (Libre)
705,0,0,0,0,0,0,0.0,A (Libre)
706,0,0,0,0,0,0,0.0,A (Libre)
707,0,0,0,0,0,0,0.0,A (Libre)
708,0,0,0,0,0,0,0.0,A (Libre)
709,0,0,0,0,0,0,0.0,A (Libre)
710,0,0,0,0,0,0,0.0,A (Libre)
711,0,0,0,0,0,0,0.0,A (Libre)
712,0,0,0,0,0,0,0.0,A (Libre)
713,0,0,0,0,0,0,0.0,A (Libre)
714,0,0,0,0,0,0,0.0,A (Libre)
715,0,0,0,0,0,0,0.0,A (Libre)
716,0,0,0,0,0,0,0.0,A (Libre)
717,0,0,0,0,0,0,0.0,A (Libre)
718,0,0,0,0,0,0,0.0,A (Libre)
719,0,0,0,0,0,0,0.0,A (Libre)
720,0,0,0,0,0,0,0.0,A (Libre)
721,0,0,0,0,0,0,0.0,A (Libre)
722,0,0,0,0,0,0,0.0,A (Libre)
723,0,0,0,0,0,0,0.0,A (Libre)
724,0,0,0,0,0,0,0.0,A (Libre)
725,0,0,0,0,0,0,0.0,A (Libre)
726,0,0,0,0,0,0,0.0,A (Libre)
727,0,0,0,0,0,0,0.0,A (Libre)
728,0,0,0,0,0,0,0.0,A (Libre)
729,0,0,0,0,0,0,0.0,A (Libre)
730,0,0,0,0,0,0,0.0,A (Libre)
731,0,0,0,0,0,0,0.0,A (Libre)
732,0,0,0,0,0,0,0.0,A (Libre)
733,0,0,0,0,0,0,0.0,A (Libre)
734,0,0,0,0,0,0,0.0,A (Libre)
735,0,0,0,0,0,0,0.0,A (Libre)
736,0,0,0,0,0,0,0.0,A (Libre)
737,0,0,0,0,0,0,0.0,A (Libre)
738,0,0,0,0,0,0,0.0,A (Libre)
739,0,0,0,0,0,0,0.0,A (Libre)
740,0,0,0,0,0,0,0.0,A (Libre)
741,0,0,0,0,0,0,0.0,A (Libre)
742,0,0,0,0,0,0,0.0,A (Libre)
743,0,0,0,0,0,0,0.0,A (Libre)
744,0,0,0,0,0,0,0.0,A (Libre)
745,0,0,0,0,0,0,0.0,A (Libre)
746,0,0,0,0,0,0,0.0,A (Libre)
747,0,0,0,0,0,0,0.0,A (Libre)
748,0,0,0,0,0,0,0.0,A (Libre)
749,0,0,0,0,0,0,0.0,A (Libre)
750,0,0,0,0,0,0,0.0,A (Libre)
751,0,0,0,0,0,0,0.0,A (Libre)
752,0,0,0,0,0,0,0.0,A (Libre)
753,0,0,0,0,0,0,0.0,A (Libre)
754,1,1,0,0,0,0,56.32238164818376,F (Congestion)
755,0,0,0,0,0,0,0.0,A (Libre)
756,0,0,0,0,0,0,0.0,A (Libre)
757,0,0,0,0,0,0,0.0,A (Libre)
758,0,0,0,0,0,0,0.0,A (Libre)
759,0,0,0,0,0,0,0.0,A (Libre)
760,0,0,0,0,0,0,0.0,A (Libre)
761,0,0,0,0,0,0,0.0,A (Libre)
762,0,0,0,0,0,0,0.0,A (Libre)
763,0,0,0,0,0,0,0.0,A (Libre)
764,0,0,0,0,0,0,0.0,A (Libre)
765,0,0,0,0,0,0,0.0,A (Libre)
766,0,0,0,0,0,0,0.0,A (Libre)
767,0,0,0,0,0,0,0.0,A (Libre)
768,0,0,0,0,0,0,0.0,A (Libre)
769,0,0,0,0,0,0,0.0,A (Libre)
770,0,0,0,0,0,0,0.0,A (Libre)
771,0,0,0,0,0,0,0.0,A (Libre)
772,0,0,0,0,0,0,0.0,A (Libre)
773,0,0,0,0,0,0,0.0,A (Libre)
774,0,0,0,0,0,0,0.0,A (Libre)
775,0,0,0,0,0,0,0.0,A (Libre)
776,0,0,0,0,0,0,0.0,A (Libre)
777,0,0,0,0,0,0,0.0,A (Libre)
778,0,0,0,0,0,0,0.0,A (Libre)
779,0,0,0,0,0,0,0.0,A (Libre)
780,0,0,0,0,0,0,0.0,A (Libre)
781,0,0,0,0,0,0,0.0,A (Libre)
782,0,0,0,0,0,0,0.0,A (Libre)
783,0,0,0,0,0,0,0.0,A (Libre)
784,0,0,0,0,0,0,0.0,A (Libre)
785,0,0,0,0,0,0,0.0,A (Libre)
786,0,0,0,0,0,0,0.0,A (Libre)
787,0,0,0,0,0,0,0.0,A (Libre)
788,0,0,0,0,0,0,0.0,A (Libre)
789,0,0,0,0,0,0,0.0,A (Libre)
790,0,0,0,0,0,0,0.0,A (Libre)
791,0,0,0,0,0,0,0.0,A (Libre)
792,0,0,0,0,0,0,0.0,A (Libre)
793,0,0,0,0,0,0,0.0,A (Libre)
794,0,0,0,0,0,0,0.0,A (Libre)
795,0,0,0,0,0,0,0.0,A (Libre)
796,0,0,0,0,0,0,0.0,A (Libre)
797,0,0,0,0,0,0,0.0,A (Libre)
798,0,0,0,0,0,0,0.0,A (Libre)
799,0,0,0,0,0,0,0.0,A (Libre)
800,0,0,0,0,0,0,0.0,A (Libre)
801,0,0,0,0,0,0,0.0,A (Libre)
802,0,0,0,0,0,0,0.0,A (Libre)
803,0,0,0,0,0,0,0.0,A (Libre)
804,0,0,0,0,0,0,0.0,A (Libre)
805,0,0,0,0,0,0,0.0,A (Libre)
806,0,0,0,0,0,0,0.0,A (Libre)
807,0,0,0,0,0,0,0.0,A (Libre)
808,0,0,0,0,0,0,0.0,A (Libre)
809,0,0,0,0,0,0,0.0,A (Libre)
810,0,0,0,0,0,0,0.0,A (Libre)
811,0,0,0,0,0,0,0.0,A (Libre)
812,0,0,0,0,0,0,0.0,A (Libre)
813,0,0,0,0,0,0,0.0,A (Libre)
814,1,1,0,0,0,0,56.32238164818376,F (Congestion)
815,0,0,0,0,0,0,0.0,A (Libre)
816,0,0,0,0,0,0,0.0,A (Libre)
817,0,0,0,0,0,0,0.0,A (Libre)
818,0,0,0,0,0,0,0.0,A (Libre)
819,0,0,0,0,0,0,0.0,A (Libre)
820,0,0,0,0,0,0,0.0,A (Libre)
821,0,0,0,0,0,0,0.0,A (Libre)
822,0,0,0,0,0,0,0.0,A (Libre)
823,0,0,0,0,0,0,0.0,A (Libre)
824,0,0,0,0,0,0,0.0,A (Libre)
825,0,0,0,0,0,0,0.0,A (Libre)
826,0,0,0,0,0,0,0.0,A (Libre)
827,0,0,0,0,0,0,0.0,A (Libre)
828,0,0,0,0,0,0,0.0,A (Libre)
829,0,0,0,0,0,0,0.0,A (Libre)
830,0,0,0,0,0,0,0.0,A (Libre)
831,0,0,0,0,0,0,0.0,A (Libre)
832,0,0,0,0,0,0,0.0,A (Libre)
833,0,0,0,0,0,0,0.0,A (Libre)
834,0,0,0,0,0,0,0.0,A (Libre)
835,0,0,0,0,0,0,0.0,A (Libre)
836,0,0,0,0,0,0,0.0,A (Libre)
837,0,0,0,0,0,0,0.0,A (Libre)
838,0,0,0,0,0,0,0.0,A (Libre)
839,0,0,0,0,0,0,0.0,A (Libre)
840,0,0,0,0,0,0,0.0,A (Libre)
841,0,0,0,0,0,0,0.0,A (Libre)
842,0,0,0,0,0,0,0.0,A (Libre)
843,0,0,0,0,0,0,0.0,A (Libre)
844,0,0,0,0,0,0,0.0,A (Libre)
845,0,0,0,0,0,0,0.0,A (Libre)
846,0,0,0,0,0,0,0.0,A (Libre)
847,0,0,0,0,0,0,0.0,A (Libre)
848,0,0,0,0,0,0,0.0,A (Libre)
849,0,0,0,0,0,0,0.0,A (Libre)
850,0,0,0,0,0,0,0.0,A (Libre)
851,0,0,0,0,0,0,0.0,A (Libre)
852,0,0,0,0,0,0,0.0,A (Libre)
853,0,0,0,0,0,0,0.0,A (Libre)
854,0,0,0,0,0,0,0.0,A (Libre)
855,0,0,0,0,0,0,0.0,A (Libre)
856,0,0,0,0,0,0,0.0,A (Libre)
857,0,0,0,0,0,0,0.0,A (Libre)
858,0,0,0,0,0,0,0.0,A (Libre)
859,0,0,0,0,0,0,0.0,A (Libre)
860,0,0,0,0,0,0,0.0,A (Libre)
861,0,0,0,0,0,0,0.0,A (Libre)
862,0,0,0,0,0,0,0.0,A (Libre)
863,0,0,0,0,0,0,0.0,A (Libre)
864,0,0,0,0,0,0,0.0,A (Libre)
865,0,0,0,0,0,0,0.0,A (Libre)
866,0,0,0,0,0,0,0.0,A (Libre)
867,0,0,0,0,0,0,0.0,A (Libre)
868,0,0,0,0,0,0,0.0,A (Libre)
869,0,0,0,0,0,0,0.0,A (Libre)
870,0,0,0,0,0,0,0.0,A (Libre)
871,0,0,0,0,0,0,0.0,A (Libre)
872,0,0,0,0,0,0,0.0,A (Libre)
873,0,0,0,0,0,0,0.0,A (Libre)
874,0,0,0,0,0,0,0.0,A (Libre)
875,0,0,0,0,0,0,0.0,A (Libre)
876,0,0,0,0,0,0,0.0,A (Libre)
877,0,0,0,0,0,0,0.0,A (Libre)
878,0,0,0,0,0,0,0.0,A (Libre)
879,0,0,0,0,0,0,0.0,A (Libre)
880,0,0,0,0,0,0,0.0,A (Libre)
881,0,0,0,0,0,0,0.0,A (Libre)
882,0,0,0,0,0,0,0.0,A (Libre)
883,0,0,0,0,0,0,0.0,A (Libre)
884,0,0,0,0,0,0,0.0,A (Libre)
885,0,0,0,0,0,0,0.0,A (Libre)
886,0,0,0,0,0,0,0.0,A (Libre)
887,0,0,0,0,0,0,0.0,A (Libre)
888,0,0,0,0,0,0,0.0,A (Libre)
889,0,0,0,0,0,0,0.0,A (Libre)
890,0,0,0,0,0,0,0.0,A (Libre)
891,0,0,0,0,0,0,0.0,A (Libre)
892,0,0,0,0,0,0,0.0,A (Libre)
893,0,0,0,0,0,0,0.0,A (Libre)
894,0,0,0,0,0,0,0.0,A (Libre)
895,0,0,0,0,0,0,0.0,A (Libre)
896,0,0,0,0,0,0,0.0,A (Libre)
897,0,0,0,0,0,0,0.0,A (Libre)
898,0,0,0,0,0,0,0.0,A (Libre)
899,0,0,0,0,0,0,0.0,A (Libre)
900,0,0,0,0,0,0,0.0,A (Libre)
901,0,0,0,0,0,0,0.0,A (Libre)
902,0,0,0,0,0,0,0.0,A (Libre)
903,0,0,0,0,0,0,0.0,A (Libre)
904,0,0,0,0,0,0,0.0,A (Libre)
905,0,0,0,0,0,0,0.0,A (Libre)
906,0,0,0,0,0,0,0.0,A (Libre)
907,0,0,0,0,0,0,0.0,A (Libre)
908,0,0,0,0,0,0,0.0,A (Libre)
909,0,0,0,0,0,0,0.0,A (Libre)
910,0,0,0,0,0,0,0.0,A (Libre)
911,0,0,0,0,0,0,0.0,A (Libre)
912,0,0,0,0,0,0,0.0,A (Libre)
913,0,0,0,0,0,0,0.0,A (Libre)
914,0,0,0,0,0,0,0.0,A (Libre)
915,0,0,0,0,0,0,0.0,A (Libre)
916,0,0,0,0,0,0,0.0,A (Libre)
917,0,0,0,0,0,0,0.0,A (Libre)
918,0,0,0,0,0,0,0.0,A (Libre)
919,0,0,0,0,0,0,0.0,A (Libre)
920,0,0,0,0,0,0,0.0,A (Libre)
921,0,0,0,0,0,0,0.0,A (Libre)
922,0,0,0,0,0,0,0.0,A (Libre)
923,0,0,0,0,0,0,0.0,A (Libre)
924,0,0,0,0,0,0,0.0,A (Libre)
925,0,0,0,0,0,0,0.0,A (Libre)
926,0,0,0,0,0,0,0.0,A (Libre)
927,0,0,0,0,0,0,0.0,A (Libre)
928,0,0,0,0,0,0,0.0,A (Libre)
929,0,0,0,0,0,0,0.0,A (Libre)
930,0,0,0,0,0,0,0.0,A (Libre)
931,0,0,0,0,0,0,0.0,A (Libre)
932,0,0,0,0,0,0,0.0,A (Libre)
933,0,0,0,0,0,0,0.0,A (Libre)
934,0,0,0,0,0,0,0.0,A (Libre)
935,0,0,0,0,0,0,0.0,A (Libre)
936,0,0,0,0,0,0,0.0,A (Libre)
937,0,0,0,0,0,0,0.0,A (Libre)
938,0,0,0,0,0,0,0.0,A (Libre)
939,0,0,0,0,0,0,0.0,A (Libre)
940,0,0,0,0,0,0,0.0,A (Libre)
941,0,0,0,0,0,0,0.0,A (Libre)
942,0,0,0,0,0,0,0.0,A (Libre)
943,0,0,0,0,0,0,0.0,A (Libre)
944,0,0,0,0,0,0,0.0,A (Libre)
945,0,0,0,0,0,0,0.0,A (Libre)
946,0,0,0,0,0,0,0.0,A (Libre)
947,0,0,0,0,0,0,0.0,A (Libre)
948,0,0,0,0,0,0,0.0,A (Libre)
949,0,0,0,0,0,0,0.0,A (Libre)
950,0,0,0,0,0,0,0.0,A (Libre)
951,0,0,0,0,0,0,0.0,A (Libre)
952,0,0,0,0,0,0,0.0,A (Libre)
953,0,0,0,0,0,0,0.0,A (Libre)
954,0,0,0,0,0,0,0.0,A (Libre)
955,0,0,0,0,0,0,0.0,A (Libre)
956,0,0,0,0,0,0,0.0,A (Libre)
957,0,0,0,0,0,0,0.0,A (Libre)
958,0,0,0,0,0,0,0.0,A (Libre)
959,0,0,0,0,0,0,0.0,A (Libre)
960,0,0,0,0,0,0,0.0,A (Libre)
961,0,0,0,0,0,0,0.0,A (Libre)
962,0,0,0,0,0,0,0.0,A (Libre)
963,0,0,0,0,0,0,0.0,A (Libre)
964,0,0,0,0,0,0,0.0,A (Libre)
965,0,0,0,0,0,0,0.0,A (Libre)
966,0,0,0,0,0,0,0.0,A (Libre)
967,0,0,0,0,0,0,0.0,A (Libre)
968,0,0,0,0,0,0,0.0,A (Libre)
969,0,0,0,0,0,0,0.0,A (Libre)
970,0,0,0,0,0,0,0.0,A (Libre)
971,0,0,0,0,0,0,0.0,A (Libre)
972,0,0,0,0,0,0,0.0,A (Libre)
973,0,0,0,0,0,0,0.0,A (Libre)
974,0,0,0,0,0,0,0.0,A (Libre)
975,0,0,0,0,0,0,0.0,A (Libre)
976,0,0,0,0,0,0,0.0,A (Libre)
977,0,0,0,0,0,0,0.0,A (Libre)
978,0,0,0,0,0,0,0.0,A (Libre)
979,0,0,0,0,0,0,0.0,A (Libre)
980,0,0,0,0,0,0,0.0,A (Libre)
981,0,0,0,0,0,0,0.0,A (Libre)
982,1,1,0,0,0,0,56.32238164818376,F (Congestion)
983,0,0,0,0,0,0,0.0,A (Libre)
984,0,0,0,0,0,0,0.0,A (Libre)
985,0,0,0,0,0,0,0.0,A (Libre)
986,0,0,0,0,0,0,0.0,A (Libre)
987,0,0,0,0,0,0,0.0,A (Libre)
988,0,0,0,0,0,0,0.0,A (Libre)
989,0,0,0,0,0,0,0.0,A (Libre)
990,0,0,0,0,0,0,0.0,A (Libre)
991,0,0,0,0,0,0,0.0,A (Libre)
992,0,0,0,0,0,0,0.0,A (Libre)
993,0,0,0,0,0,0,0.0,A (Libre)
994,0,0,0,0,0,0,0.0,A (Libre)
995,0,0,0,0,0,0,0.0,A (Libre)
996,0,0,0,0,0,0,0.0,A (Libre)
997,0,0,0,0,0,0,0.0,A (Libre)
998,0,0,0,0,0,0,0.0,A (Libre)
999,0,0,0,0,0,0,0.0,A (Libre)
1000,0,0,0,0,0,0,0.0,A (Libre)
1001,0,0,0,0,0,0,0.0,A (Libre)
1002,0,0,0,0,0,0,0.0,A (Libre)
1003,0,0,0,0,0,0,0.0,A (Libre)
1004,0,0,0,0,0,0,0.0,A (Libre)
1005,0,0,0,0,0,0,0.0,A (Libre)
1006,0,0,0,0,0,0,0.0,A (Libre)
1007,0,0,0,0,0,0,0.0,A (Libre)
1008,0,0,0,0,0,0,0.0,A (Libre)
1009,0,0,0,0,0,0,0.0,A (Libre)
1010,0,0,0,0,0,0,0.0,A (Libre)
1011,0,0,0,0,0,0,0.0,A (Libre)
1012,0,0,0,0,0,0,0.0,A (Libre)
1013,0,0,0,0,0,0,0.0,A (Libre)
1014,0,0,0,0,0,0,0.0,A (Libre)
1015,0,0,0,0,0,0,0.0,A (Libre)
1016,0,0,0,0,0,0,0.0,A (Libre)
1017,0,0,0,0,0,0,0.0,A (Libre)
1018,0,0,0,0,0,0,0.0,A (Libre)
1019,0,0,0,0,0,0,0.0,A (Libre)
1020,0,0,0,0,0,0,0.0,A (Libre)
1021,0,0,0,0,0,0,0.0,A (Libre)
1022,0,0,0,0,0,0,0.0,A (Libre)
1023,0,0,0,0,0,0,0.0,A (Libre)
1024,0,0,0,0,0,0,0.0,A (Libre)
1025,0,0,0,0,0,0,0.0,A (Libre)
1026,0,0,0,0,0,0,0.0,A (Libre)
1027,0,0,0,0,0,0,0.0,A (Libre)
1028,0,0,0,0,0,0,0.0,A (Libre)
1029,0,0,0,0,0,0,0.0,A (Libre)
1030,0,0,0,0,0,0,0.0,A (Libre)
1031,0,0,0,0,0,0,0.0,A (Libre)
1032,0,0,0,0,0,0,0.0,A (Libre)
1033,0,0,0,0,0,0,0.0,A (Libre)
1034,0,0,0,0,0,0,0.0,A (Libre)
1035,0,0,0,0,0,0,0.0,A (Libre)
1036,0,0,0,0,0,0,0.0,A (Libre)
1037,0,0,0,0,0,0,0.0,A (Libre)
1038,0,0,0,0,0,0,0.0,A (Libre)
1039,0,0,0,0,0,0,0.0,A (Libre)
1040,0,0,0,0,0,0,0.0,A (Libre)
1041,0,0,0,0,0,0,0.0,A (Libre)
1042,0,0,0,0,0,0,0.0,A (Libre)
1043,0,0,0,0,0,0,0.0,A (Libre)
1044,0,0,0,0,0,0,0.0,A (Libre)
1045,0,0,0,0,0,0,0.0,A (Libre)
1046,0,0,0,0,0,0,0.0,A (Libre)
1047,0,0,0,0,0,0,0.0,A (Libre)
1048,0,0,0,0,0,0,0.0,A (Libre)
1049,0,0,0,0,0,0,0.0,A (Libre)
1050,0,0,0,0,0,0,0.0,A (Libre)
1051,0,0,0,0,0,0,0.0,A (Libre)
1052,0,0,0,0,0,0,0.0,A (Libre)
1053,0,0,0,0,0,0,0.0,A (Libre)
1054,0,0,0,0,0,0,0.0,A (Libre)
1055,0,0,0,0,0,0,0.0,A (Libre)
1056,0,0,0,0,0,0,0.0,A (Libre)
1057,0,0,0,0,0,0,0.0,A (Libre)
1058,0,0,0,0,0,0,0.0,A (Libre)
1059,0,0,0,0,0,0,0.0,A (Libre)
1060,0,0,0,0,0,0,0.0,A (Libre)
1061,0,0,0,0,0,0,0.0,A (Libre)
1062,0,0,0,0,0,0,0.0,A (Libre)
1063,0,0,0,0,0,0,0.0,A (Libre)
1064,0,0,0,0,0,0,0.0,A (Libre)
1065,0,0,0,0,0,0,0.0,A (Libre)
1066,0,0,0,0,0,0,0.0,A (Libre)
1067,0,0,0,0,0,0,0.0,A (Libre)
1068,0,0,0,0,0,0,0.0,A (Libre)
1069,0,0,0,0,0,0,0.0,A (Libre)
1070,0,0,0,0,0,0,0.0,A (Libre)
1071,0,0,0,0,0,0,0.0,A (Libre)
1072,0,0,0,0,0,0,0.0,A (Libre)
1073,0,0,0,0,0,0,0.0,A (Libre)
1074,0,0,0,0,0,0,0.0,A (Libre)
1075,0,0,0,0,0,0,0.0,A (Libre)
1076,0,0,0,0,0,0,0.0,A (Libre)
1077,0,0,0,0,0,0,0.0,A (Libre)
1078,0,0,0,0,0,0,0.0,A (Libre)
1079,0,0,0,0,0,0,0.0,A (Libre)
1080,0,0,0,0,0,0,0.0,A (Libre)
1081,0,0,0,0,0,0,0.0,A (Libre)
1082,0,0,0,0,0,0,0.0,A (Libre)
1083,0,0,0,0,0,0,0.0,A (Libre)
1084,0,0,0,0,0,0,0.0,A (Libre)
1085,0,0,0,0,0,0,0.0,A (Libre)
1086,0,0,0,0,0,0,0.0,A (Libre)
1087,0,0,0,0,0,0,0.0,A (Libre)
1088,0,0,0,0,0,0,0.0,A (Libre)
1089,0,0,0,0,0,0,0.0,A (Libre)
1090,0,0,0,0,0,0,0.0,A (Libre)
1091,0,0,0,0,0,0,0.0,A (Libre)
1092,0,0,0,0,0,0,0.0,A (Libre)
1093,0,0,0,0,0,0,0.0,A (Libre)
1094,0,0,0,0,0,0,0.0,A (Libre)
1095,0,0,0,0,0,0,0.0,A (Libre)
1096,0,0,0,0,0,0,0.0,A (Libre)
1097,0,0,0,0,0,0,0.0,A (Libre)
1098,0,0,0,0,0,0,0.0,A (Libre)
1099,0,0,0,0,0,0,0.0,A (Libre)
